onset	duration	trial_type	value	sample
0.005	0	Ojos cerrados	65	1
17.265	0	discontinuity	2	3453
31.26	0	discontinuity	2	6252
142.505	0	Ojos abiertos	66	28501
157.22	0	Ojos cerrados	65	31444
172.03	0	Ojos abiertos	66	34406
186.79	0	Ojos cerrados	65	37358
201.78	0	Ojos abiertos	66	40356
216.685	0	Ojos cerrados	65	43337
231.505	0	Ojos abiertos	66	46301
246.54	0	Ojos cerrados	65	49308
261.305	0	Ojos abiertos	66	52261
275.575	0	Ojos cerrados	65	55115
291.61	0	Hiperventilacion 1	67	58322
332.805	0	Hiperventilacion 2	68	66561
360.255	0	discontinuity	2	72051
373.905	0	Hiperventilacion 3	69	74781
414.97	0	Hiperventilacion OA	74	82994
465.25	0	discontinuity	2	93050
471.33	0	Recuperacion	70	94266
471.505	0	Ojos cerrados	65	94301
